val_family,min_dist_to_train,dist_to_train_global,label_entropy,n_val
phalacrocoracidae,0.048213839530944824,0.06975281238555908,0.6925124454186347,123.0
tytonidae,0.04820835590362549,0.06719392538070679,0.9402773876183174,31.0
alcidae,0.048105716705322266,0.09653258323669434,0.1124238123356208,101.0
notiomystidae,0.04807227849960327,0.05670154094696045,0.0,5.0
galbulidae,0.04801797866821289,0.054384827613830566,0.39937466755673656,74.0
psophodidae,0.04736793041229248,0.07124394178390503,0.6159778172962501,11.0
apodidae,0.04684978723526001,0.09101712703704834,0.7765770847429686,375.0
strigidae,0.04663538932800293,0.07472866773605347,0.7457554638878773,576.0
anhingidae,0.046580612659454346,0.10510104894638062,0.5371457345772678,22.0
sulidae,0.04585075378417969,0.08911216259002686,0.18134765097768718,41.0
dicruridae,0.04580414295196533,0.13767075538635254,0.5865416030458854,115.0
spheniscidae,0.04579627513885498,0.10774022340774536,0.28971804985609284,66.0
diomedeidae,0.04579627513885498,0.07660770416259766,0.010481556912609904,54.0
meropidae,0.04544484615325928,0.13537830114364624,1.0060576941570223,150.0
momotidae,0.04544484615325928,0.12147456407546997,0.3362590743712271,54.0
cracidae,0.04445648193359375,0.05229830741882324,0.40670935196374675,78.0
procellariidae,0.04443717002868652,0.06557905673980713,0.09461163010375898,281.0
laridae,0.04443717002868652,0.10443949699401855,0.7027607548392907,458.0
icteridae,0.04434359073638916,0.0668480396270752,0.9172330505139262,485.0
rostratulidae,0.04427635669708252,0.06849479675292969,0.4490826504531514,18.0
ardeidae,0.043730854988098145,0.042135775089263916,0.9078047024714765,298.0
scolopacidae,0.04297363758087158,0.05691969394683838,0.9471437278532162,461.0
glareolidae,0.04292583465576172,0.04473590850830078,1.1988890805574086,96.0
pteroclidae,0.04198610782623291,0.06440436840057373,0.9017272811887205,96.0
teretistridae,0.0416567325592041,0.12190520763397217,0.2559960814961014,8.0
dasyornithidae,0.04136967658996582,0.06219357252120972,0.681016193018741,4.0
otididae,0.041355013847351074,0.05520522594451904,0.9458535054538784,98.0
threskiornithidae,0.041355013847351074,0.03553760051727295,0.9476336541834013,129.0
corcoracidae,0.04117608070373535,0.10346609354019165,0.8359320308013899,12.0
charadriidae,0.04100769758224487,0.05792832374572754,1.0642693494843982,350.0
haematopodidae,0.04100769758224487,0.050518929958343506,0.7294566326908709,45.0
hyliotidae,0.040628254413604736,0.06593859195709229,0.5657603726613122,20.0
podicipedidae,0.039647459983825684,0.09490877389907837,0.08750156532244316,71.0
anatidae,0.039647459983825684,0.07535141706466675,0.8000240999354965,297.0
oriolidae,0.03944134712219238,0.05782425403594971,0.49062113226133913,163.0
phaenicophilidae,0.03844654560089111,0.0698779821395874,0.4398024938349435,13.0
accipitridae,0.03768366575241089,0.03149527311325073,0.9841411361495731,898.0
cnemophilidae,0.037323832511901855,0.07062345743179321,0.0989523984098997,14.0
bucerotidae,0.03691047430038452,0.07365715503692627,0.5545886766784561,235.0
cuculidae,0.03691047430038452,0.07334160804748535,0.7224514703031673,676.0
mitrospingidae,0.03671908378601074,0.062023043632507324,0.0555416813375204,16.0
tinamidae,0.036626458168029785,0.06143617630004883,0.8493469237415271,59.0
