"Species_Name";"Seasonal";"N_obs_ebird";"Mean_prob_ebird";"Sd_prob_ebird";"Mean_lat_ebird";"1";"2";"3";"4";"8";"12";"14";"9_11";"5_13_15";"6_7"
"Ptilocichla mindanensis";"BREEDING-RESIDENT";"809";"0.4813";"0.2452";"8.956";84,6;0;0;0;0;0;15,4;0;0;0
"Ptilonorhynchus violaceus";"BREEDING-RESIDENT";"100000";"0.5217";"0.28";"-32.9764";72;0;0;0;0;0;28;0;0;0
"Ptilopachus nahani";"BREEDING-RESIDENT";"432";"0.2602";"0.1358";"1.6142";100;0;0;0;0;0;0;0;0;0
"Ptilopachus petrosus";"BREEDING-RESIDENT";"5790";"0.5642";"0.2567";"10.036";0;87,4;1;0;0;0;11,6;0;0;0
"Ptiloprora erythropleura";"BREEDING-RESIDENT";"532";"0.4864";"0.234";"-1.1802";97;0;0;0;0;0;3;0;0;0
"Ptiloprora guisei";"BREEDING-RESIDENT";"1885";"0.4539";"0.241";"-6.0417";88,9;0;0;0;0;0;11,1;0;0;0
"Ptiloprora mayri";"BREEDING-RESIDENT";"3";"0.091";"0.0733";"-2.5476";100;0;0;0;0;0;0;0;0;0
"Ptiloprora meekiana";"BREEDING-RESIDENT";"205";"0.5774";"0.1917";"-5.9734";93,6;0;0;0;0;0;6,4;0;0;0
"Ptiloprora perstriata";"BREEDING-RESIDENT";"2571";"0.4875";"0.2877";"-5.5896";88,7;0;8,2;0;0;0;3,1;0;0;0
"Ptiloprora plumbea";"BREEDING-RESIDENT";"10";"0.0942";"0.0778";"-7.2428";69,4;0;0;0;0;0;30,6;0;0;0
"Ptilopsis granti";"BREEDING-RESIDENT";"2959";"0.4742";"0.2676";"-19.7974";7,5;64,6;17,8;0;0;0;10,1;0;0;0
"Ptilopsis leucotis";"BREEDING-RESIDENT";"2550";"0.6523";"0.2764";"7.858";3,4;76,3;3,8;0;0;0;16,5;0;0;0
"Ptilorrhoa caerulescens";"BREEDING-RESIDENT";"1088";"0.3679";"0.2299";"-4.901";100;0;0;0;0;0;0;0;0;0
"Ptilorrhoa castanonota";"BREEDING-RESIDENT";"194";"0.313";"0.3386";"-5.7856";100;0;0;0;0;0;0;0;0;0
"Ptilorrhoa geislerorum";"BREEDING-RESIDENT";"1";"0.2758";"NaN";"-9.1179";100;0;0;0;0;0;0;0;0;0
"Ptilorrhoa leucosticta";"BREEDING-RESIDENT";"881";"0.4";"0.2524";"-4.1163";100;0;0;0;0;0;0;0;0;0
"Ptilostomus afer";"BREEDING-RESIDENT";"17624";"0.5261";"0.2586";"6.4426";0;74,4;0;0,1;0;0;23,3;0;2,2;0
"Ptilotula flavescens";"BREEDING-RESIDENT";"15873";"0.5684";"0.2832";"-16.0842";22,9;72,6;0;0,4;0;0;4,1;0;0;0
"Ptilotula fusca";"BREEDING-RESIDENT";"40651";"0.4127";"0.2318";"-33.4422";71,2;0,8;11,5;0;0;0;16,4;0;0;0
"Ptilotula keartlandi";"BREEDING-RESIDENT";"9801";"0.547";"0.2717";"-22.8304";0;49,6;0;50,4;0;0;0;0;0;0
"Ptilotula ornata";"BREEDING-RESIDENT";"28014";"0.4302";"0.2285";"-34.0607";99,6;0,4;0;0;0;0;0;0;0;0
"Ptilotula penicillata";"BREEDING-RESIDENT";"100000";"0.5888";"0.2901";"-34.2704";26,7;10;22,6;0;0;0;40,7;0;0;0
"Ptilotula plumula";"BREEDING-RESIDENT";"6995";"0.4728";"0.2621";"-22.6174";0;72;27,9;0;0,1;0;0;0;0;0
"Ptiloxena atroviolacea";"BREEDING-RESIDENT";"39835";"0.4988";"0.2506";"22.1551";36,2;0;19,2;0;0;0;44,7;0;0;0
"Ptychoramphus aleuticus";"BREEDING-RESIDENT";"7074";"0.3472";"0.283";"38.7042";0;0;0;0;0;0;0;100;0;0
"Ptychoramphus aleuticus";"NONBREEDING";"100000";"0.6689";"0.3384";"38.4026";0;0;0;0;0;0;0;100;0;0
"Ptyonoprogne concolor";"BREEDING-RESIDENT";"100000";"0.6576";"0.2781";"19.2444";0;0;0;0;0;0;100;0;0;0
"Ptyonoprogne fuligula";"BREEDING-RESIDENT";"39208";"0.581";"0.2818";"-28.5237";2,2;12,9;17,9;43,1;10,9;0;10,8;0;1,7;0,6
"Ptyonoprogne obsoleta";"BREEDING-RESIDENT";"60859";"0.727";"0.2235";"27.2287";0;0;0;0;57,1;0;31,8;0;3;8,1
"Ptyonoprogne rufigula";"BREEDING-RESIDENT";"22694";"0.6527";"0.2445";"-1.1834";11,6;33,7;16,6;3,8;0;0;25,8;0;8,5;0
"Ptyonoprogne rupestris";"BREEDING-RESIDENT";"100000";"0.482";"0.2722";"40.2508";0;0;31,1;0;0;0;68,2;0;0;0,7
"Ptyonoprogne rupestris";"NONBREEDING";"2875";"0.5097";"0.234";"25.4873";0;0;19,2;8,6;0;0;68;0;1,6;2,6
"Pucrasia macrolopha";"BREEDING-RESIDENT";"6883";"0.5154";"0.1839";"30.6799";100;0;0;0;0;0;0;0;0;0
"Puffinus assimilis";"BREEDING-RESIDENT";"3205";"0.4062";"0.2445";"-35.3671";0;0;0;0,1;0;0;0;99,9;0;0
"Puffinus auricularis";"BREEDING-RESIDENT";"108";"0.5374";"0.1422";"18.2188";0;0;0;0;0;0;0;100;0;0
"Puffinus bailloni";"BREEDING-RESIDENT";"1859";"0.4682";"0.2903";"-10.1158";0;0;0;0;0;0,6;0;99,4;0;0
"Puffinus bannermani";"BREEDING-RESIDENT";"384";"0.2112";"0.1817";"26.5499";0;0;0;0;0;0;0;100;0;0
"Puffinus bryani";"BREEDING-RESIDENT";"19";"0.2916";"0.2512";"27.2649";0;0;0;0;0;0;0;100;0;0
"Puffinus elegans";"BREEDING-RESIDENT";"1368";"0.1872";"0.2053";"-44.9844";0;0;0;0;0;0;0;100;0;0
"Puffinus gavia";"BREEDING-RESIDENT";"26518";"0.4472";"0.2795";"-38.6069";0;0;0;0;0;0,2;0;99,8;0;0
"Puffinus heinrothi";"BREEDING-RESIDENT";"188";"0.199";"0.1966";"-6.3093";0,7;0;0;0;0;0;0;99,3;0;0
"Puffinus huttoni";"BREEDING-RESIDENT";"15138";"0.4806";"0.2873";"-37.964";0;0;0,1;0,2;0;0;0;99,7;0;0
"Puffinus lherminieri";"BREEDING-RESIDENT";"32437";"0.521804954218947";"0.36711139131239";"34.1052277522582";0;0;0;0;0;0;0;100;0;0
"Puffinus mauretanicus";"BREEDING-RESIDENT";"47465";"0.6676";"0.2864";"40.8702";0;0;0;0;0;0,7;0;99,3;0;0
"Puffinus myrtae";"BREEDING-RESIDENT";"17";"NaN";"NaN";"-27.667";0;0;0;0;0;0;0;100;0;0
"Puffinus nativitatis";"BREEDING-RESIDENT";"1209";"0.0815";"0.2077";"7.6363";0;0;0;0;0;0;0;100;0;0
"Puffinus newelli";"BREEDING-RESIDENT";"1603";"0.605";"0.3669";"21.5329";2,9;0;0;0,2;0;0;0;96,9;0;0
"Puffinus opisthomelas";"BREEDING-RESIDENT";"48";"0.4168";"0.1682";"28.0911";0;0;72;0;0;0;0;28;0;0
"Puffinus opisthomelas";"NONBREEDING";"74678";"0.7078";"0.3219";"33.7999";0;0;0;0;0;0;0;100;0;0
"Puffinus persicus";"BREEDING-RESIDENT";"2144";"0.6821";"0.2091";"21.7338";0;0;0;0;0;0;0;100;0;0
"Puffinus puffinus";"BREEDING-RESIDENT";"80988";"0.5895";"0.3145";"43.136";0;0;0;0;0;0,8;0;99,2;0;0
"Puffinus subalaris";"BREEDING-RESIDENT";"4738";"0.5337";"0.2704";"-0.7747";0;0;0;0;0;0,4;0;99,6;0;0
"Puffinus subalaris";"NONBREEDING";"22799";"0.4908";"0.2999";"1.8937";0;0;0;0;0;0;0;100;0;0
"Puffinus yelkouan";"BREEDING-RESIDENT";"13324";"0.6421";"0.2808";"40.1755";0;0;0;0;0;0,1;0;99,9;0;0
"Pulsatrix koeniswaldiana";"BREEDING-RESIDENT";"5675";"0.4722";"0.2356";"-23.4028";86,3;0;0;0;0;0;13,7;0;0;0
"Pulsatrix melanota";"BREEDING-RESIDENT";"3545";"0.5116";"0.2739";"-3.1202";100;0;0;0;0;0;0;0;0;0
"Pulsatrix perspicillata";"BREEDING-RESIDENT";"34738";"0.5401";"0.2694";"4.9741";74,5;6,4;0;0;0;0;17,3;0;1,8;0
"Purnella albifrons";"BREEDING-RESIDENT";"6106";"0.4233";"0.2551";"-33.1131";0;5,6;91,6;0;0;0;2,9;0;0;0
"Purnella albifrons";"NONBREEDING";"9026";"0.3505";"0.2413";"-31.6511";0;14,1;73,2;0;0;0;12,7;0;0;0
"Purpureicephalus spurius";"BREEDING-RESIDENT";"21428";"0.7509";"0.2202";"-33.0941";32,7;0;34,7;0;0;0;26,8;0;5,9;0
"Pycnonotus aurigaster";"BREEDING-RESIDENT";"81873";"0.5264";"0.2399";"17.8692";48,1;0;1,8;0;0;0;50,1;0;0;0
"Pycnonotus barbatus";"BREEDING-RESIDENT";"100000";"0.6355";"0.2542";"-6.0901";14,7;45,1;8,3;0;0,9;0;27,1;0;4;0
"Pycnonotus blanfordi";"BREEDING-RESIDENT";"103580";"0.61386978181116";"0.260591233828925";"14.3267100019309";27,6;0;1,7;0;0;0;70,7;0;0;0
"Pycnonotus brunneus";"BREEDING-RESIDENT";"30762";"0.4603";"0.2285";"4.7919";80,4;0;3,7;0;0;0;14,4;0;1,5;0
"Pycnonotus cafer";"BREEDING-RESIDENT";"100000";"0.5871";"0.2828";"18.7763";20,9;0;3,4;0;0;0;75,7;0;0;0
"Pycnonotus capensis";"BREEDING-RESIDENT";"33169";"0.796";"0.1918";"-33.9785";7,5;0;38,4;0;0;0;42,7;0;11,5;0
"Pycnonotus cinereifrons";"BREEDING-RESIDENT";"2787";"0.6649";"0.1974";"10.0973";49,2;0;3,6;0;0;0;47,2;0;0;0
"Pycnonotus davisoni";"BREEDING-RESIDENT";"202";"0.584";"0.1259";"16.9971";12,2;0;9,9;0;0;0;34;0;43,8;0
"Pycnonotus finlaysoni";"BREEDING-RESIDENT";"44551";"0.4603";"0.2436";"10.8451";76,1;0;3;0;0;0;19,5;0;1,4;0
"Pycnonotus flavescens";"BREEDING-RESIDENT";"21343";"0.5176";"0.2464";"18.7432";89,8;0;2,5;0;0;0;7,7;0;0;0
"Pycnonotus goiavier";"BREEDING-RESIDENT";"100000";"0.7558";"0.2573";"6.0969";33,4;0;10,4;0;0;0;51,3;0;4,9;0
"Pycnonotus jocosus";"BREEDING-RESIDENT";"100000";"0.5943";"0.3018";"14.773";38,3;0;7,1;0;0;0;52,6;0;2;0
"Pycnonotus leucogenys";"BREEDING-RESIDENT";"100000";"0.673";"0.1955";"30.0371";47,5;0;7,8;0;0;0;44,7;0;0;0
"Pycnonotus leucops";"BREEDING-RESIDENT";"1796";"0.6951";"0.1613";"5.9511";92,1;0;7,9;0;0;0;0;0;0;0
"Pycnonotus leucotis";"BREEDING-RESIDENT";"100000";"0.679";"0.2567";"24.6328";0,5;4,3;6,9;0;29,7;0;56,5;0;2;0
"Pycnonotus luteolus";"BREEDING-RESIDENT";"100000";"0.5178";"0.2902";"12.9762";26,6;0;3,8;0;0;0;69,6;0;0;0
"Pycnonotus nigricans";"BREEDING-RESIDENT";"26081";"0.5227";"0.2721";"-23.2121";0;49,8;36,1;0;0;0;12,5;0;1,7;0
"Pycnonotus nigricans";"NONBREEDING";"441";"0.7544";"0.2852";"-18.0014";0;80,8;0;0;0;0;10,2;0;9;0
"Pycnonotus penicillatus";"BREEDING-RESIDENT";"4221";"0.5636";"0.1655";"6.8963";40;0;28,8;0;0;0;31,1;0;0;0
"Pycnonotus plumosus";"BREEDING-RESIDENT";"30764";"0.7405";"0.3003";"2.7674";68,7;0;8;0,1;0;0;23,2;0;0;0
"Pycnonotus pseudosimplex";"BREEDING-RESIDENT";"21";"0.2381";"0.1756";"4.2186";100;0;0;0;0;0;0;0;0;0
"Pycnonotus simplex";"BREEDING-RESIDENT";"13329";"0.3928";"0.2014";"3.3482";86,6;0;0;0;0;0;13,4;0;0;0
"Pycnonotus sinensis";"BREEDING-RESIDENT";"100000";"0.6722";"0.2595";"25.4954";12,8;0;3;0;0;0;84,2;0;0;0
"Pycnonotus sinensis";"NONBREEDING";"374";"0.5961";"0.2003";"20.5662";29,8;0;1,2;0;0;0;69;0;0;0
"Pycnonotus taivanus";"BREEDING-RESIDENT";"72259";"0.5973";"0.2404";"23.0068";10,7;0;12;0;0;0;77,3;0;0;0
"Pycnonotus xantholaemus";"BREEDING-RESIDENT";"6256";"0.3915";"0.1941";"13.4536";32,4;67,5;0,1;0;0;0;0;0;0;0
"Pycnonotus xanthopygos";"BREEDING-RESIDENT";"100000";"0.7612";"0.1774";"30.9598";0,9;0;7,1;0;0;0;86;0;5,9;0
"Pycnonotus xanthorrhous";"BREEDING-RESIDENT";"12706";"0.5218";"0.2655";"25.2232";0;0;12,8;0;0;0;75,5;0;11,7;0
"Pycnoptilus floccosus";"BREEDING-RESIDENT";"6308";"0.2822";"0.2309";"-35.7529";100;0;0;0;0;0;0;0;0;0
"Pycnopygius cinereus";"BREEDING-RESIDENT";"575";"0.4169";"0.2408";"-3.4093";84,4;0;0;0;0;0;15,6;0;0;0
"Pycnopygius ixoides";"BREEDING-RESIDENT";"1047";"0.427";"0.3047";"-5.4573";89,9;0;0;0;0;0;10,1;0;0;0
"Pycnopygius stictocephalus";"BREEDING-RESIDENT";"1503";"0.4619";"0.2882";"-6.0112";84,6;0,2;3,7;0;0;0;11,5;0;0;0
"Pygarrhichas albogularis";"BREEDING-RESIDENT";"19278";"0.5627";"0.262";"-42.814";100;0;0;0;0;0;0;0;0;0
"Pygiptila stellaris";"BREEDING-RESIDENT";"8182";"0.4852";"0.2721";"-7.136";100;0;0;0;0;0;0;0;0;0
"Pygochelidon cyanoleuca";"BREEDING-RESIDENT";"100000";"0.6538";"0.2448";"-8.7484";0;0;0;10,4;0;0;89,6;0;0;0
"Pygochelidon melanoleuca";"BREEDING-RESIDENT";"3562";"0.5499";"0.2475";"-0.5922";0;0;0;0;0;0;0;0;100;0
"Pygoscelis adeliae";"BREEDING-RESIDENT";"587";"0.0917";"0";"-67.1567";0;0;0;0;0;0;0;100;0;0
"Pygoscelis adeliae";"NONBREEDING";"5681";"0.1335";"0.0568";"-64.9948";0;0;0;0;0;0;0;100;0;0
"Pygoscelis antarcticus";"BREEDING-RESIDENT";"2803";"0.4151";"0.1327";"-60.3762";0;0;0;0;0;0;0;100;0;0
"Pygoscelis antarcticus";"NONBREEDING";"9512";"0.4322";"0.1626";"-61.945";0;0;0;0;0;0;0;100;0;0
"Pygoscelis papua";"BREEDING-RESIDENT";"9078";"0.5467";"0.266";"-54.318";0;0;0;60;0;0;0;40;0;0
"Pygoscelis papua";"NONBREEDING";"17950";"0.4618";"0.2167";"-59.2357";0;0;0;0;0;0;0;100;0;0
"Pyrenestes minor";"BREEDING-RESIDENT";"207";"0.4334";"0.2768";"-13.3862";88,6;0;2;0;0;0;0;0;9,4;0
"Pyrenestes ostrinus";"BREEDING-RESIDENT";"1509";"0.4495";"0.2415";"2.6594";77,2;0;9,9;0;0;0;12,9;0;0;0
"Pyrenestes sanguineus";"BREEDING-RESIDENT";"137";"0.5392";"0.2946";"8.3879";0;0;94,7;0;0;0;0;0;5,3;0
"Pyrgilauda blanfordi";"BREEDING-RESIDENT";"60";"0.1933";"0.1173";"28.1982";0;0;0;73,7;26,3;0;0;0;0;0
"Pyrgilauda blanfordi";"NONBREEDING";"568";"0.3524";"0.1936";"35.1622";0;0;0;85,3;14,7;0;0;0;0;0
"Pyrgilauda davidiana";"BREEDING-RESIDENT";"1383";"0.5247";"0.2472";"47.023";0;0;0;85,4;11,4;0;0;0;3,2;0
"Pyrgilauda ruficollis";"BREEDING-RESIDENT";"2021";"0.309";"0.1912";"33.9053";0;0;0;89,5;0;0;0,6;0;0;9,9
"Pyriglena atra";"BREEDING-RESIDENT";"330";"0.6598";"0.1926";"-12.0021";100;0;0;0;0;0;0;0;0;0
"Pyriglena leuconota";"BREEDING-RESIDENT";"13502";"0.520965434750407";"0.229872396681973";"-5.16937581099096";100;0;0;0;0;0;0;0;0;0
"Pyriglena leucoptera";"BREEDING-RESIDENT";"48350";"0.4389";"0.2228";"-23.4384";87,8;0;0;0;0;0;12,2;0;0;0
"Pyrilia aurantiocephala";"BREEDING-RESIDENT";"200";"0.2706";"0.1739";"-4.4549";100;0;0;0;0;0;0;0;0;0
"Pyrilia barrabandi";"BREEDING-RESIDENT";"12940";"0.556";"0.2688";"-4.6315";100;0;0;0;0;0;0;0;0;0
"Pyrilia caica";"BREEDING-RESIDENT";"3469";"0.3774";"0.2669";"1.7363";99,8;0,2;0;0;0;0;0;0;0;0
"Pyrilia haematotis";"BREEDING-RESIDENT";"90861";"0.537";"0.2533";"11.5039";100;0;0;0;0;0;0;0;0;0
"Pyrilia pulchra";"BREEDING-RESIDENT";"5043";"0.3033";"0.2012";"2.1972";95;0;0;0;0;0;5;0;0;0
"Pyrilia pyrilia";"BREEDING-RESIDENT";"2732";"0.2519";"0.1883";"6.354";100;0;0;0;0;0;0;0;0;0
"Pyrilia vulturina";"BREEDING-RESIDENT";"738";"0.5001";"0.295";"-3.1188";100;0;0;0;0;0;0;0;0;0
"Pyrocephalus nanus";"BREEDING-RESIDENT";"1835";"0.4386";"0.2681";"-0.7168";100;0;0;0;0;0;0;0;0;0
"Pyrocephalus rubinus";"BREEDING-RESIDENT";"100000";"0.6088";"0.2695";"20.7964";6,7;29,7;36,4;0;0;0;27,1;0;0;0
"Pyrocephalus rubinus";"NONBREEDING";"24444";"0.5188";"0.2608";"13.6285";22,7;46,6;6,8;0;0;0;23,9;0;0;0
"Pyroderus scutatus";"BREEDING-RESIDENT";"21280";"0.5203";"0.2461";"-12.1982";100;0;0;0;0;0;0;0;0;0
"Pyrrhocorax graculus";"BREEDING-RESIDENT";"53157";"0.3512";"0.2257";"42.1578";0;0;0;68,5;0;0;25,5;0;0;6
"Pyrrhocorax pyrrhocorax";"BREEDING-RESIDENT";"100000";"0.451";"0.2656";"40.8288";0;0;18,6;25,9;0;0,2;51,4;1,4;0;2,6
"Pyrrholaemus brunneus";"BREEDING-RESIDENT";"6139";"0.3603";"0.2487";"-30.264";0;13,6;85,9;0;0;0;0;0;0,5;0
"Pyrrholaemus sagittatus";"BREEDING-RESIDENT";"29434";"0.4332";"0.2762";"-32.6757";84,1;0;15,9;0;0;0;0;0;0;0
"Pyrrhomyias cinnamomeus";"BREEDING-RESIDENT";"59503";"0.4698";"0.2164";"0.4503";81,7;0;0;0;0;0;18,3;0;0;0
"Pyrrhoplectes epauletta";"BREEDING-RESIDENT";"476";"0.5692";"0.2528";"27.1466";0;0;100;0;0;0;0;0;0;0
"Pyrrhoplectes epauletta";"NONBREEDING";"3726";"0.6069";"0.1724";"27.3929";0;0;100;0;0;0;0;0;0;0
"Pyrrhula aurantiaca";"BREEDING-RESIDENT";"938";"0.6106";"0.2793";"33.9186";100;0;0;0;0;0;0;0;0;0
"Pyrrhula erythaca";"BREEDING-RESIDENT";"10795";"0.42925006947661";"0.197822278832793";"26.82355942566";89,8;0;10,2;0;0;0;0;0;0;0
"Pyrrhula erythrocephala";"BREEDING-RESIDENT";"5025";"0.5604";"0.225";"28.5957";76,6;0;23,4;0;0;0;0;0;0;0
"Pyrrhula leucogenis";"BREEDING-RESIDENT";"319";"0.5054";"0.1847";"8.9903";100;0;0;0;0;0;0;0;0;0
"Pyrrhula murina";"BREEDING-RESIDENT";"710";"0.3624";"0.1724";"37.7927";80,2;0;19,8;0;0;0;0;0;0;0
"Pyrrhula nipalensis";"BREEDING-RESIDENT";"10967";"0.4348";"0.2108";"25.0673";91,5;0;8,5;0;0;0;0;0;0;0
"Pyrrhula pyrrhula";"BREEDING-RESIDENT";"100000";"0.4867";"0.27";"52.7206";20,6;0;18,2;0;0;0;61,2;0;0;0
"Pyrrhula pyrrhula";"NONBREEDING";"12269";"0.4368";"0.2845";"44.668";22,2;0;18;0;0;0;59,7;0;0;0
"Pyrrhura albipectus";"BREEDING-RESIDENT";"1335";"0.4804";"0.1211";"-4.063";100;0;0;0;0;0;0;0;0;0
"Pyrrhura amazonum";"BREEDING-RESIDENT";"2113";"0.4965";"0.3288";"-6.0066";100;0;0;0;0;0;0;0;0;0
"Pyrrhura calliptera";"BREEDING-RESIDENT";"2717";"0.3804";"0.1802";"4.6178";88,8;0;11,2;0;0;0;0;0;0;0
"Pyrrhura cruentata";"BREEDING-RESIDENT";"674";"0.5657";"0.1348";"-19.1921";94,8;0;0;0;0;0;5,2;0;0;0
"Pyrrhura devillei";"BREEDING-RESIDENT";"1886";"0.4078";"0.1769";"-20.5742";27,5;72,5;0;0;0;0;0;0;0;0
"Pyrrhura egregia";"BREEDING-RESIDENT";"657";"0.2517";"0.1751";"5.695";100;0;0;0;0;0;0;0;0;0
"Pyrrhura frontalis";"BREEDING-RESIDENT";"76292";"0.4791";"0.2575";"-24.7895";100;0;0;0;0;0;0;0;0;0
"Pyrrhura griseipectus";"BREEDING-RESIDENT";"1563";"0.9131";"0.068";"-4.2481";100;0;0;0;0;0;0;0;0;0
"Pyrrhura hoematotis";"BREEDING-RESIDENT";"1664";"0.5469";"0.1924";"10.347";95,6;1,2;0;0;0;0;3,2;0;0;0
"Pyrrhura hoffmanni";"BREEDING-RESIDENT";"23240";"0.5345";"0.1946";"9.378";66,8;0;0;0;0;0;33,2;0;0;0
"Pyrrhura lepida";"BREEDING-RESIDENT";"627";"0.2964";"0.2834";"-5.1205";96,1;0;0;0;0;0;3,9;0;0;0
"Pyrrhura leucotis";"BREEDING-RESIDENT";"1792";"0.5322";"0.1459";"-18.1383";89,6;0;3,5;0;0;0;6,9;0;0;0
"Pyrrhura melanura";"BREEDING-RESIDENT";"6908";"0.5182";"0.299";"-0.9179";97,9;0;0;0;0;0;2,1;0;0;0
"Pyrrhura molinae";"BREEDING-RESIDENT";"7312";"0.4617";"0.2257";"-20.0236";88;0;0;0;0;0;12;0;0;0
"Pyrrhura orcesi";"BREEDING-RESIDENT";"1080";"0.5938";"0.1875";"-3.6399";100;0;0;0;0;0;0;0;0;0
"Pyrrhura perlata";"BREEDING-RESIDENT";"2119";"0.4912";"0.2304";"-8.6821";96,6;0;0;0;0;0;3,4;0;0;0
"Pyrrhura pfrimeri";"BREEDING-RESIDENT";"280";"0.3453";"0.1255";"-13.6035";100;0;0;0;0;0;0;0;0;0
"Pyrrhura picta";"BREEDING-RESIDENT";"4262";"0.3324";"0.2095";"4.4691";100;0;0;0;0;0;0;0;0;0
"Pyrrhura rhodocephala";"BREEDING-RESIDENT";"797";"0.4313";"0.1887";"8.7901";86,1;0;0;0;0;0;13,9;0;0;0
"Pyrrhura roseifrons";"BREEDING-RESIDENT";"2134";"0.5146";"0.2621";"-11.2262";99,9;0,1;0;0;0;0;0;0;0;0
"Pyrrhura rupicola";"BREEDING-RESIDENT";"2804";"0.4615";"0.2898";"-12.1175";100;0;0;0;0;0;0;0;0;0
"Pyrrhura viridicata";"BREEDING-RESIDENT";"3344";"0.6549";"0.1063";"11.099";89,3;0;0,6;0;0;0;10,1;0;0;0
"Pyrrhurus scandens";"BREEDING-RESIDENT";"1498";"0.5306";"0.2896";"7.741";53,5;41,6;3,1;0;0;0;0;0;1,8;0
"Pyrroglaux podargina";"BREEDING-RESIDENT";"195";"0.7695";"0.1286";"7.3827";70,6;0;0;0;0;0;29,4;0;0;0
"Pytilia afra";"BREEDING-RESIDENT";"1559";"0.4168";"0.2862";"-14.3337";40,3;55,9;3,7;0;0;0;0;0;0;0
"Pytilia hypogrammica";"BREEDING-RESIDENT";"122";"0.3752";"0.2243";"7.8332";0;76,7;20,3;0;0;0;3;0;0;0
"Pytilia lineata";"BREEDING-RESIDENT";"108";"0.3338";"0.1766";"9.5487";0;96,1;3,9;0;0;0;0;0;0;0
"Pytilia melba";"BREEDING-RESIDENT";"30264";"0.4715";"0.2557";"-15.7463";0;88,3;9,1;2,5;0;0;0;0;0;0
"Pytilia phoenicoptera";"BREEDING-RESIDENT";"804";"0.4852";"0.2223";"8.8997";0;99,6;0,3;0,1;0;0;0;0;0;0
"Quelea cardinalis";"BREEDING-RESIDENT";"2506";"0.471";"0.245";"-1.4236";0;96,8;0;3,2;0;0;0;0;0;0
"Quelea erythrops";"BREEDING-RESIDENT";"1925";"0.5151";"0.2334";"-4.7833";0;0;0;3,9;0;0;85,8;0;10,2;0
"Quelea quelea";"BREEDING-RESIDENT";"68234";"0.5143";"0.2588";"-12.9107";0;64,7;8,7;13;0;0;13,6;0;0;0
"Querula purpurata";"BREEDING-RESIDENT";"62508";"0.4779";"0.2686";"3.504";100;0;0;0;0;0;0;0;0;0
"Quiscalus lugubris";"BREEDING-RESIDENT";"100000";"0.6489";"0.2275";"11.3949";21,8;0;0;0;0;0;67,4;10,8;0;0
"Quiscalus major";"BREEDING-RESIDENT";"100000";"0.6376";"0.2609";"30.1512";0;0;0;0;0;3,4;0;0;96,6;0
"Quiscalus major";"NONBREEDING";"1824";"0.2834";"0.2174";"28.7334";0;0;0;0;0;0,2;0;0;99,8;0
"Quiscalus mexicanus";"BREEDING-RESIDENT";"100000";"0.6586";"0.2524";"26.0436";17,1;0;0;14,3;0;0;55,6;0;13;0
"Quiscalus nicaraguensis";"BREEDING-RESIDENT";"7739";"0.6333";"0.2225";"11.01";0;0;0;0;0;0;86,6;0;13,4;0
"Quiscalus niger";"BREEDING-RESIDENT";"100000";"0.6021";"0.2704";"19.3428";24,1;0;0;0;0;0;49,8;11,5;14,5;0
"Quiscalus quiscula";"BREEDING-RESIDENT";"100000";"0.584";"0.2772";"40.3406";34,4;0;18,4;0;0;0;41,1;0;6,1;0
"Quiscalus quiscula";"NONBREEDING";"1584";"0.5277";"0.2969";"30.8407";14,6;0;24,8;0;0;0;54,1;0;6,5;0
"Quoyornis georgianus";"BREEDING-RESIDENT";"9498";"0.7205";"0.2253";"-33.9725";76,3;0;17,1;0;0;0;0;0;6,6;0
"Radjah radjah";"BREEDING-RESIDENT";"35114";"0.7943";"0.1968";"-14.8822";67,7;0;0;3,3;0;0;0;4,7;24,3;0
"Rallicula forbesi";"BREEDING-RESIDENT";"242";"0.4305";"0.3203";"-6.5634";100;0;0;0;0;0;0;0;0;0
"Rallicula leucospila";"BREEDING-RESIDENT";"93";"0.6164";"0.1853";"-1.0908";100;0;0;0;0;0;0;0;0;0
"Rallicula mayri";"BREEDING-RESIDENT";"2";"0.1018";"0.0184";"-3.3089";100;0;0;0;0;0;0;0;0;0
"Rallicula rubra";"BREEDING-RESIDENT";"92";"0.3725";"0.1796";"-5.3181";100;0;0;0;0;0;0;0;0;0
"Rallina canningi";"BREEDING-RESIDENT";"2171";"0.6747";"0.2194";"11.7193";97,6;0;0;0;0;0;0;0;2,4;0
"Rallina eurizonoides";"BREEDING-RESIDENT";"3928";"0.4568";"0.2593";"21.9145";31,7;0;6,3;0;0;0;60,8;0;1,1;0
"Rallina eurizonoides";"NONBREEDING";"931";"0.6021";"0.2902";"5.6214";61,6;0;3,2;0;0;0;35,1;0;0,1;0
"Rallina fasciata";"BREEDING-RESIDENT";"2260";"0.8771";"0.2637";"2.2939";0;0;0;0,3;0;0;94,7;0;5;0
"Rallina tricolor";"BREEDING-RESIDENT";"2769";"0.7395";"0.2058";"-15.4416";97;0;0;0;0;0;0;0;3;0
"Rallus antarcticus";"BREEDING-RESIDENT";"868";"0.591";"0.3211";"-50.2079";0;0;0;97;0;0;0;0;3;0
"Rallus aquaticus";"BREEDING-RESIDENT";"100000";"0.6027";"0.2367";"47.0634";0;0;0;16,1;0;0;0;0;83,9;0
